,ms name,language,date,contents
1657,Sinai Syr. 262,Syriac,"1,300 CE",['[Liturgical]']
1658,Sinai Syr. 263,Syriac,"1,300 CE",['Oktoechos']
1659,Sinai Syr. 264,Syriac,"1,300 CE",['Horologion']
1660,Sinai Syr. 265,Syriac,"1,300 CE",['[Liturgy]']
1661,Sinai Syr. 266,Syriac,"1,300 CE",['Troparion']
1662,Sinai Syr. 267,Syriac,"1,300 CE",['Psalms']
1663,Sinai Syr. 268,Syriac,"1,300 CE",['Psalms']
1664,Sinai Syr. 269,Syriac,"1,300 CE",['\u200bSynaxarion of the Gospels for the whole year']
1665,Sinai Syr. 27,Syriac,"1,300 CE",['Troparion followed by a few leaves of St. Ephrem and a life of St. Barbara']
1666,Sinai Syr. 270,Syriac,"1,300 CE",['Liturgical manuscript']
1667,Sinai Syr. 271,Syriac,"1,288 CE",['Synaxarion of the Gospels']
1668,Sinai Syr. 272,Syriac,"1,296 CE",['Four Gospels']
1669,Sinai Syr. 273,Syriac,"1,300 CE",['Euchologion']
1670,Sinai Syr. 274,"Arabic, Syriac",900 CE,['Sticherarion']
1671,Sinai Syr. 275,Syriac,"1,300 CE",['[Psalms and Cantica]']
1672,Sinai Syr. 276,Syriac,"1,300 CE",['[Liturgical]']
1673,Sinai Syr. 277,Syriac,"1,300 CE",['[Liturgical]']
1674,Sinai Syr. 278,Syriac,"1,300 CE",['Horlogion']
1675,Sinai Syr. 279,Syriac,800 CE,['I-III Maccabees']
1676,Sinai Syr. 28,Syriac,700 CE,['Book of Kings']
1677,Sinai Syr. 29,Syriac,Unknown,"['Homilies of Mar Jacob, Mar Isaac, Mar John, etc.']"
1678,Sinai Syr. 3,Syriac,600 CE,['Pauline Epistles according to the Peshitta version']
1679,Sinai Syr. 30,"Greek, Syriac",778 CE,"['See entry in Lewis', 'Palimpsest. Underwriting:\nff. 1-21 On the Holy Lady, Thecla\nff. 21-52 On the Blessed Eugenia and her father, Philip\nff.53-69 Acts of the discipleship of Pelagia\nff. 69-76 The Blessedy Mary [Marinus]\nff. 76-84 The story of Euphrosyne of Alexandria\nff. 84-92 The story of Onesimus\nff. 92-95 Martyrdom of St. Drusius and those with her at Antioch\nff. 95-100 Story of St. Barbara in Heliopolis\nff. 100-105 The martyrdom of the Blessed Virgin Mary\nff. 105-137 The Story of St. Irene\nff. 137-149 The Martyrdom of the Blessed\xa0Euphemia\nff. 150-161 The martyrdom of St. Sophia and her three daughters\nff. 161-163 The martyrdom of Theodotia the harlot\nff. 163-165 An apology for the faith\nff. 165-170 The story of Susanna\nff. 170-180 The Martyrdom of Cyprian the Wizard and Justa the Virgin\nff. 180-181 Ephrem Syrus, a metrical homily on the Mansions of Paradise', 'ff. 1-21 On the Holy Lady, Thecla', 'ff. 21-52 On the Blessed Eugenia and her father, Philip', 'ff.53-69 Acts of the discipleship of Pelagia', 'ff. 69-76 The Blessedy Mary [Marinus]', 'ff. 76-84 The story of Euphrosyne of Alexandria', 'ff. 84-92 The story of Onesimus', 'ff. 92-95 Martyrdom of St. Drusius and those with her at Antioch', 'ff. 95-100 Story of St. Barbara in Heliopolis', 'ff. 100-105 The martyrdom of the Blessed Virgin Mary', 'ff. 105-137 The Story of St. Irene', 'ff. 137-149 The Martyrdom of the Blessed\xa0Euphemia', 'ff. 150-161 The martyrdom of St. Sophia and her three daughters', 'ff. 161-163 The martyrdom of Theodotia the harlot', 'ff. 163-165 An apology for the faith', 'ff. 165-170 The story of Susanna', 'ff. 170-180 The Martyrdom of Cyprian the Wizard and Justa the Virgin', 'ff. 180-181 Ephrem Syrus, a metrical homily on the Mansions of Paradise', 'Lower Text\nff. 1-140, 143, 148 The Four Gospels in Old Syriac\nff. 141, 145, 146, 150, 170 Syriac Apocrypha: Acts of Thomas and the Repose of Mary\nff. 142, 144, 147, 149 Text of the Gospel in Greek Uncials\nff. 171-182 A Greek text in sloping Uncials', 'ff. 1-140, 143, 148 The Four Gospels in Old Syriac', 'ff. 141, 145, 146, 150, 170 Syriac Apocrypha: Acts of Thomas and the Repose of Mary', 'ff. 142, 144, 147, 149 Text of the Gospel in Greek Uncials', 'ff. 171-182 A Greek text in sloping Uncials']"
1680,Sinai Syr. 32,Syriac,"1,100 CE",['Old Testament Lectionary (Palimpsest)']
1681,Sinai Syr. 33,Syriac,"1,100 CE",['The works of Mar Isaiah']
1682,Sinai Syr. 35,Syriac,600 CE,['1 Samuel']
1683,Sinai Syr. 36,Syriac,"1,100 CE",['Menaion (month of Elul)']
1684,Sinai Syr. 38,Syriac,758 CE,['Works of Mar Isaiah']
1685,Sinai Syr. 39,Syriac,"1,300 CE",['Old Testament Lectionary']
1686,Sinai Syr. 4,Syriac,"1,200 CE",['Triodion (Pentekostarion)']
1687,Sinai Syr. 40,Syriac,"1,058 CE",['Irmologion']
1688,Sinai Syr. 41,Syriac,900 CE,['Psalms']
1689,Sinai Syr. 42,Syriac,"1,200 CE",['Lectionary (New Testament) and\xa0Euchologion']
1690,Sinai Syr. 43,Syriac,"1,300 CE",['Horologion; Psalms']
1691,Sinai Syr. 44,Syriac,"1,100 CE",['Menaion (1 Elul-30 Tishrin II)']
1692,Sinai Syr. 45,Syriac,"1,043 CE",['Service book with Lections (Apostolos)']
1693,Sinai Syr. 46,Syriac,700 CE,"['Book of the Egyptian Fathers (Apophthegmata Patrum, etc.)']"
1694,Sinai Syr. 48,Syriac,"1,200 CE",['Kanonarion']
1695,Sinai Syr. 49,Syriac,"1,300 CE",['Gospel lectionary']
1696,Sinai Syr. 5,Syriac,500 CE,['Pauline Epistles according to the Peshitta']
1697,Sinai Syr. 50,Syriac,"1,200 CE",['Kanonarion']
1698,Sinai Syr. 52,Syriac,600 CE,['The works of Dionysius the Areopagite']
1699,Sinai Syr. 54,"Arabic, Syriac",700 CE,"['Gospels', 'Pauline and Catholic Epistles']"
1700,Sinai Syr. 56,Syriac,700 CE,['St. John Climacus supplemented by the works of Jacob of Sarug and Anastasius of Antioch']
1701,Sinai Syr. 59,Syriac,800 CE,['Homilies of John (to be identified with St. John Chrysostom)']
1702,Sinai Syr. 6,Syriac,"1,178 CE",['Gospel lectionary (begins with the Gospel of John)']
1703,Sinai Syr. 60,Syriac,800 CE,['Homilies of Evagrius']
1704,Sinai Syr. 64,Syriac,"1,254 CE",['Irmologion']
1705,Sinai Syr. 65,Syriac,"1,100 CE","['Gospel Lectionary', 'Canons for the Sunday of the year']"
1706,Sinai Syr. 67,Syriac,800 CE,['Homilies of Mar Ephrem']
1707,Sinai Syr. 69,Syriac,"1,100 CE",['Irmologion']
1708,Sinai Syr. 7,Syriac,"1,200 CE",['Gospel lectionary and liturgical matter']
1709,Sinai Syr. 70,Syriac,"1,300 CE",['Irmologion (including Triodion)']
1710,Sinai Syr. 71,Syriac,"1,100 CE",['Irmologion (Includes Triodion and Pentekostartion)']
1711,Sinai Syr. 74,Syriac,"1,300 CE",['The Four Gospels']
1712,Sinai Syr. 75,Syriac,"1,295 CE",['Lectionary; Acts and Epistles']
1713,Sinai Syr. 76,Syriac,"1,300 CE",['Gospel Lectionary']
1714,Sinai Syr. 77,Syriac,"1,237 CE",['Triodion and Pentekostarion']
1715,Sinai Syr. 78,Syriac,"1,260 CE",['Menaion (month of Kanun I)']
1716,Sinai Syr. 79,Syriac,"1,300 CE",['[Oktoechos]']
1717,Sinai Syr. 8,"Christian Palestinian Aramaic, Syriac","1,000 CE",['Old Testmant Lectionary (Prophetologion; at the end are two pages of Christian Palestinian Aramaic)']
1718,Sinai Syr. 80,Syriac,"1,297 CE",['Triodion and Pentekostarion']
1719,Sinai Syr. 81,Syriac,"1,232 CE",['Lectionary of Acts and Epistles']
1720,Sinai Syr. 82,Syriac,"1,200 CE","['Acts of Pilate', 'Anaphora of Pilate and a correspondence between Pilate and Herod', 'The story of Euphemia', 'The story of the 40 martyrs', 'The acts of Matthew and Andrew', 'Questions and Responses']"
1721,Sinai Syr. 83,Syriac,"1,292 CE",['Kanonarion']
1722,Sinai Syr. 84,Syriac,"1,300 CE",['Menaion (1 Elul - 29 Ab)']
1723,Sinai Syr. 85,Syriac,"1,258 CE",['Menaion (month of Shbat)']
1724,Sinai Syr. 87,Syriac,"1,260 CE",['Menaion (Kanun II)']
1725,Sinai Syr. 88,Syriac,"1,253 CE",['Menaion (month of Haziran)']
1726,Sinai Syr. 89,Syriac,"1,200 CE",['Old Testament Lectionary']
1727,Sinai Syr. 9,Syriac,700 CE,"['St. Basil, Hexaemeron']"
1728,Sinai Syr. 90,Syriac,"1,265 CE",['Anthologion']
1729,Sinai Syr. 91,Syriac,"1,286 CE","[""Menaion (1 Shbat-29 'Ab)""]"
1730,Sinai Syr. 92,Syriac,"1,291 CE",['Lections from the Acts of the Apostles and Epistles']
1731,Sinai Syr. 93,Syriac,"1,500 CE",['[Liturgical]']
1732,Sinai Syr. 94,Syriac,"1,300 CE",['Old Testament Lectionary']
1733,Sinai Syr. 95,Syriac,"1,292 CE",['Kanonarion']
1734,Sinai Syr. 96,Syriac,"1,300 CE",['[Euchologion]']
1735,Sinai Syr. 98,Syriac,"1,259 CE",['Psalms']
1736,Sinai Syr. 99,Syriac,"1,300 CE",['Psalms']
1737,SMC 2-10,"Garshuni, Syriac","1,400 CE","[""Part A (14/15th century)\nf. 1r-23v Fragments of a Syrian Orthodox\xa0missal\nf. 1r-2v, 4rv Anaphora of St. James, with the ordinary of the mass\nf. 4v-9v Anaphora of John the Evangelist\nf. 9v-20v Anaphora of St. Philoxenus (of Baghdad, also known as La'zar Bar Shabbta)\nf. 20v-23v Mar Sa'wira, Rite of the signing of the chalice of holy St. Severus of Antioch. This is a rite for consecrating additional wine for communion when the communion wine that was consecrated during mass runs short"", ""f. 1r-23v Fragments of a Syrian Orthodox\xa0missal\nf. 1r-2v, 4rv Anaphora of St. James, with the ordinary of the mass\nf. 4v-9v Anaphora of John the Evangelist\nf. 9v-20v Anaphora of St. Philoxenus (of Baghdad, also known as La'zar Bar Shabbta)\nf. 20v-23v Mar Sa'wira, Rite of the signing of the chalice of holy St. Severus of Antioch. This is a rite for consecrating additional wine for communion when the communion wine that was consecrated during mass runs short"", 'f. 1r-2v, 4rv Anaphora of St. James, with the ordinary of the mass', 'f. 4v-9v Anaphora of John the Evangelist', ""f. 9v-20v Anaphora of St. Philoxenus (of Baghdad, also known as La'zar Bar Shabbta)"", ""f. 20v-23v Mar Sa'wira, Rite of the signing of the chalice of holy St. Severus of Antioch. This is a rite for consecrating additional wine for communion when the communion wine that was consecrated during mass runs short"", '\u200bPart B (17/18th century)\nf. 3rv A single leaf from a Syrian Orthodox missal containing the anamnesis, epiclesis, and beginnings of the intercessions of the Anaphora of St. John the Evangelist', 'f. 3rv A single leaf from a Syrian Orthodox missal containing the anamnesis, epiclesis, and beginnings of the intercessions of the Anaphora of St. John the Evangelist', ""Part C (15th Century)\nf. 24v-112v Syrian Orthodox Pontifical ritual\nf. 24v-52v, 60rv, 54rv The book for the consecration of chrism\nf. 24v-25v Confection of the anointing oil for chrism\nf. 25v-27v Preparation for the ceremony\nf. 27v-52v, 60rv, 54rv The rite of the consecration of chrism\n\nf. 55r-56v Prayer (recited) Over the anointing oil intended for anointing (those being baptized). Candidates for baptism have their entire bodies anointed with oil just before they are plunged into the font.\nf. 57r-59v, 53rv, 61r-64v Rite of the ordination of deacons\nf. 65r-70v Rite of the ordination of priests\nf. 71r-74r End of the treatise on chrism (Garshuni)\nf. 74r-79v Rite of the consecration of a church\nf. 80r-82v End of the bishop's exhortation to those ordained to the priesthood (Garshuni)\nf. 82v Prayer of the faithful for the priests and deacons who have been ordained (Garshuni)\nf. 83r-84v Rite of the holy habit of Abba Antonius, which has been translated from the Egyptian language into Syriac\nf. 84v-85r Rite of the prayer for the consecration of the furniture of the sanctuary and the altar and the vestments that the priest wears at Mass\nf. 85r-98r Rite of the tonsure of monks according to the tradition of Mount Urhay\nf. 98r Prayer recited over those who are putting on the garments of the ministry\nf. 98r-100r Exhortation delivered by one of the saints; it is read to the monks at their clothing (Garshuni)\nf. 100r-103v Rite of the tonsure of nuns when they are presented for the holy habit of monasticism\nf. 103v-112v Order, that is, sequence of ceremonies of the consecration of altars, that is, of the tablets on the altar table"", ""f. 24v-112v Syrian Orthodox Pontifical ritual\nf. 24v-52v, 60rv, 54rv The book for the consecration of chrism\nf. 24v-25v Confection of the anointing oil for chrism\nf. 25v-27v Preparation for the ceremony\nf. 27v-52v, 60rv, 54rv The rite of the consecration of chrism\n\nf. 55r-56v Prayer (recited) Over the anointing oil intended for anointing (those being baptized). Candidates for baptism have their entire bodies anointed with oil just before they are plunged into the font.\nf. 57r-59v, 53rv, 61r-64v Rite of the ordination of deacons\nf. 65r-70v Rite of the ordination of priests\nf. 71r-74r End of the treatise on chrism (Garshuni)\nf. 74r-79v Rite of the consecration of a church\nf. 80r-82v End of the bishop's exhortation to those ordained to the priesthood (Garshuni)\nf. 82v Prayer of the faithful for the priests and deacons who have been ordained (Garshuni)\nf. 83r-84v Rite of the holy habit of Abba Antonius, which has been translated from the Egyptian language into Syriac\nf. 84v-85r Rite of the prayer for the consecration of the furniture of the sanctuary and the altar and the vestments that the priest wears at Mass\nf. 85r-98r Rite of the tonsure of monks according to the tradition of Mount Urhay\nf. 98r Prayer recited over those who are putting on the garments of the ministry\nf. 98r-100r Exhortation delivered by one of the saints; it is read to the monks at their clothing (Garshuni)\nf. 100r-103v Rite of the tonsure of nuns when they are presented for the holy habit of monasticism\nf. 103v-112v Order, that is, sequence of ceremonies of the consecration of altars, that is, of the tablets on the altar table"", 'f. 24v-52v, 60rv, 54rv The book for the consecration of chrism\nf. 24v-25v Confection of the anointing oil for chrism\nf. 25v-27v Preparation for the ceremony\nf. 27v-52v, 60rv, 54rv The rite of the consecration of chrism', 'f. 24v-25v Confection of the anointing oil for chrism', 'f. 25v-27v Preparation for the ceremony', 'f. 27v-52v, 60rv, 54rv The rite of the consecration of chrism', 'f. 55r-56v Prayer (recited) Over the anointing oil intended for anointing (those being baptized). Candidates for baptism have their entire bodies anointed with oil just before they are plunged into the font.', 'f. 57r-59v, 53rv, 61r-64v Rite of the ordination of deacons', 'f. 65r-70v Rite of the ordination of priests', 'f. 71r-74r End of the treatise on chrism (Garshuni)', 'f. 74r-79v Rite of the consecration of a church', ""f. 80r-82v End of the bishop's exhortation to those ordained to the priesthood (Garshuni)"", 'f. 82v Prayer of the faithful for the priests and deacons who have been ordained (Garshuni)', 'f. 83r-84v Rite of the holy habit of Abba Antonius, which has been translated from the Egyptian language into Syriac', 'f. 84v-85r Rite of the prayer for the consecration of the furniture of the sanctuary and the altar and the vestments that the priest wears at Mass', 'f. 85r-98r Rite of the tonsure of monks according to the tradition of Mount Urhay', 'f. 98r Prayer recited over those who are putting on the garments of the ministry', 'f. 98r-100r Exhortation delivered by one of the saints; it is read to the monks at their clothing (Garshuni)', 'f. 100r-103v Rite of the tonsure of nuns when they are presented for the holy habit of monasticism', 'f. 103v-112v Order, that is, sequence of ceremonies of the consecration of altars, that is, of the tablets on the altar table']"
1738,SMC 2-11,Syriac,"1,554 CE","[""Church of the East (Chaldean) Pontifical Ritual\nf. 1v-137v Pontifical Ritual\nf. 1v-2r Gospel lection for the ordination of a bishop or of a catholicos\nf. 3r Instruction concerning the wood from the which the\xa0tablitha\xa0is made\nf. 3v-26r Catholicos Mar Isho'yahb of Adiabene,\xa0Consecration of the altar place with oil\nf. 26v-28r Consecration of the altar place without oil\nf. 28v Signing of the chalice before it goes up to the altar, when they are compelled to consecrate an additional chalice) on a day of great concourse.\nf. 29rv Instruction concerning ordinations\nf. 29v-38r Ordinations of lectors, subdeacons, and deacons\nf. 38v-44v Rite of the ordination of priests\nf. 44v-46v Rite of the clothing of monks\nf. 46v-66v Rite of the tonsure of monks\nf. 66v-77r Rite of the tonsure of women who are nuns\nf. 77r-78v Rite of the institution of abbots\nf. 79v-89v Rite of the ordination of bishops\nf. 90r-93r The rite of the perfection of bishops by catholicoi. In the Church of the East (Nestorian), a bishop could be ordained by a metropolitan, but he could not exercise his full powers until he had gone to the catholicos and been perfected\nf. 93r-106r Rite of the ordination of catholicoi\nf. 106r-107r Rite of the ordination of the archdeacon\nf. 107r-108r Rite when a chorbishop is appointed for a district to act like the archdeacon, who is the visitor of the villages\nf. 108r-109v Rite of the ordination of women deaconesses\nf. 110r-111r Rite of the ordination of a\xa0Shaharā\xa0priest\nf. 111r-113r Mar 'Abdisho', Catholicos,\xa0Prayer that is recited, likewise a prayer of inclination, over a bishop that is translated from one see to another see\nf. 113rv Summary of the contents of the manuscript\nf. 115v-137r Mar Isho'yahb of Nisibis, also known as Bar Malkon,\xa0Canons of ordination\nf. 137rv Four prayers for the reconciliation of penitent excommunicated persons: 1) For a bishop who has been degraded, 2) for seculars, 3 and 4) For anyone"", ""f. 1v-137v Pontifical Ritual\nf. 1v-2r Gospel lection for the ordination of a bishop or of a catholicos\nf. 3r Instruction concerning the wood from the which the\xa0tablitha\xa0is made\nf. 3v-26r Catholicos Mar Isho'yahb of Adiabene,\xa0Consecration of the altar place with oil\nf. 26v-28r Consecration of the altar place without oil\nf. 28v Signing of the chalice before it goes up to the altar, when they are compelled to consecrate an additional chalice) on a day of great concourse.\nf. 29rv Instruction concerning ordinations\nf. 29v-38r Ordinations of lectors, subdeacons, and deacons\nf. 38v-44v Rite of the ordination of priests\nf. 44v-46v Rite of the clothing of monks\nf. 46v-66v Rite of the tonsure of monks\nf. 66v-77r Rite of the tonsure of women who are nuns\nf. 77r-78v Rite of the institution of abbots\nf. 79v-89v Rite of the ordination of bishops\nf. 90r-93r The rite of the perfection of bishops by catholicoi. In the Church of the East (Nestorian), a bishop could be ordained by a metropolitan, but he could not exercise his full powers until he had gone to the catholicos and been perfected\nf. 93r-106r Rite of the ordination of catholicoi\nf. 106r-107r Rite of the ordination of the archdeacon\nf. 107r-108r Rite when a chorbishop is appointed for a district to act like the archdeacon, who is the visitor of the villages\nf. 108r-109v Rite of the ordination of women deaconesses\nf. 110r-111r Rite of the ordination of a\xa0Shaharā\xa0priest\nf. 111r-113r Mar 'Abdisho', Catholicos,\xa0Prayer that is recited, likewise a prayer of inclination, over a bishop that is translated from one see to another see\nf. 113rv Summary of the contents of the manuscript\nf. 115v-137r Mar Isho'yahb of Nisibis, also known as Bar Malkon,\xa0Canons of ordination\nf. 137rv Four prayers for the reconciliation of penitent excommunicated persons: 1) For a bishop who has been degraded, 2) for seculars, 3 and 4) For anyone"", 'f. 1v-2r Gospel lection for the ordination of a bishop or of a catholicos', 'f. 3r Instruction concerning the wood from the which the\xa0tablitha\xa0is made', ""f. 3v-26r Catholicos Mar Isho'yahb of Adiabene,\xa0Consecration of the altar place with oil"", 'f. 26v-28r Consecration of the altar place without oil', 'f. 28v Signing of the chalice before it goes up to the altar, when they are compelled to consecrate an additional chalice) on a day of great concourse.', 'f. 29rv Instruction concerning ordinations', 'f. 29v-38r Ordinations of lectors, subdeacons, and deacons', 'f. 38v-44v Rite of the ordination of priests', 'f. 44v-46v Rite of the clothing of monks', 'f. 46v-66v Rite of the tonsure of monks', 'f. 66v-77r Rite of the tonsure of women who are nuns', 'f. 77r-78v Rite of the institution of abbots', 'f. 79v-89v Rite of the ordination of bishops', 'f. 90r-93r The rite of the perfection of bishops by catholicoi. In the Church of the East (Nestorian), a bishop could be ordained by a metropolitan, but he could not exercise his full powers until he had gone to the catholicos and been perfected', 'f. 93r-106r Rite of the ordination of catholicoi', 'f. 106r-107r Rite of the ordination of the archdeacon', 'f. 107r-108r Rite when a chorbishop is appointed for a district to act like the archdeacon, who is the visitor of the villages', 'f. 108r-109v Rite of the ordination of women deaconesses', 'f. 110r-111r Rite of the ordination of a\xa0Shaharā\xa0priest', ""f. 111r-113r Mar 'Abdisho', Catholicos,\xa0Prayer that is recited, likewise a prayer of inclination, over a bishop that is translated from one see to another see"", 'f. 113rv Summary of the contents of the manuscript', ""f. 115v-137r Mar Isho'yahb of Nisibis, also known as Bar Malkon,\xa0Canons of ordination"", 'f. 137rv Four prayers for the reconciliation of penitent excommunicated persons: 1) For a bishop who has been degraded, 2) for seculars, 3 and 4) For anyone']"
